,#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
3368,3369,claim,6534175042,29,someone learned  in a discussion board that the hummingbird is the only bird that can fly backwards,not verified,under review,120417.0,61278.0,12357.0,1193.0,504.0
3369,3370,claim,1907162731,27,someone learned  in a discussion board that the hottest planet in our solar system is venus.,not verified,under review,765442.0,159653.0,946.0,471.0,165.0
3370,3371,claim,3657929893,32,someone learned  in a discussion board that 5 dwarf planets are recognized in the solar system,not verified,under review,736960.0,47239.0,12397.0,712.0,258.0
3371,3372,claim,9324610957,41,someone learned  in a discussion board that neptune’s winds are the fastest in the solar system,not verified,active,606408.0,155479.0,7932.0,1026.0,614.0
3372,3373,claim,7430806055,50,someone learned  in a discussion board that it is illegal to waste food in french supermarkets,not verified,active,551602.0,143492.0,39678.0,2880.125,728.5
3373,3374,claim,1960406846,37,someone learned  in a discussion board that new parents lose around 750 hours of sleep in the first year of their first child’s life,not verified,active,398745.0,86694.0,20854.0,1497.0,717.0
3374,3375,claim,6884645550,36,someone learned  in a discussion board that the scottish were the first people to fry chicken,not verified,active,464155.0,203136.0,45382.5,2880.125,728.5
3375,3376,claim,4535197010,43,someone learned  in a discussion board that typing keyboards were previously arranged alphabetically,not verified,banned,750689.0,281778.0,45382.5,2880.125,728.5
3376,3377,claim,3624849374,15,someone learned  in a discussion board that ancient egyptians slept on pillows made of stone,not verified,active,366987.0,161713.0,41503.0,1758.0,728.5
3377,3378,claim,4490697143,45,"someone learned  in a discussion board that cows have ""best friends"" and will get stressed when separated",not verified,active,635234.0,80200.0,31082.0,1909.0,465.0
3378,3379,claim,8173909471,26,someone learned  in a discussion board that our sense of smell and taste decreases by 20%-50% during airplane flights,not verified,banned,265495.0,145480.0,1508.0,2551.0,145.0
3379,3380,claim,6002818540,9,someone learned  in a discussion board that humans have jumped further than horses in the olympics,not verified,under review,254482.0,17076.0,3797.0,361.0,160.0
3380,3381,claim,4222224385,24,someone learned  in a discussion board that the french scrabble world champion winner doesn’t speak french,not verified,banned,521533.0,255921.0,45382.5,1425.0,704.0
3381,3382,claim,4263024835,10,someone learned  in a discussion board that the eye of an ostrich is bigger than its brain,not verified,banned,698621.0,217238.0,45382.5,850.0,53.0
3382,3383,claim,6698469585,35,someone learned  in a discussion board that buttermilk does not contain any butter,not verified,active,436770.0,70187.0,9776.0,1599.0,512.0
3383,3384,claim,5038592204,35,someone learned  in a discussion board that the world’s largest pyramid cannot be found in egypt,not verified,active,70604.0,20880.0,6705.0,306.0,59.0
3384,3385,claim,4571564800,28,someone learned  in a discussion board that more people speak english as their second language than those who use it as their primary language,not verified,active,247353.0,141467.0,28160.0,2474.0,254.0
3385,3386,claim,5373646084,54,someone learned  in a discussion board that cats can't taste sweet flavors,not verified,active,295511.0,164680.0,45382.5,1358.0,156.0
3386,3387,claim,3548672882,52,someone learned  in a discussion board that bananas get their curved shape by growing towards the sun,not verified,active,481722.0,112096.0,9036.0,2611.0,688.0
3387,3388,claim,6100475777,18,someone learned  in a discussion board that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,670293.0,271391.0,27696.0,2412.0,728.5
3388,3389,claim,6655150071,30,someone learned  in a discussion board that ravens are always aware when someone is watching them,not verified,active,821039.0,36924.0,3432.0,440.0,145.0
3389,3390,claim,8089257043,17,someone learned  in a discussion board that 12 plants and 5 animals make up 75% of diets around the world,not verified,active,23704.0,12538.0,4095.0,174.0,74.0
3390,3391,claim,2460110649,55,"someone learned  in a discussion board that every three seconds, there is a birth taking place somewhere in the world",not verified,active,269841.0,9205.0,1376.0,146.0,11.0
3391,3392,claim,1966898584,10,someone learned  in a discussion board that a pineapple plant can only produce one pineapple a year,not verified,active,85060.0,44724.0,7596.0,167.0,109.0
3392,3393,claim,4600518568,6,someone learned  in a discussion board a claim that nucelear fission is now being used to produce electricity,not verified,active,807585.0,100066.0,13921.0,144.0,16.0
3393,3394,claim,8474837097,24,someone learned  in a discussion board a claim that dubai is an island created by humans,not verified,active,183648.0,19936.0,6054.0,387.0,195.0
3394,3395,claim,3582101433,11,someone learned  in a discussion board a claim that yellowstone national park is home to a supervolcano,not verified,active,318930.0,140910.0,18849.0,1743.0,170.0
3395,3396,claim,2982433944,16,someone learned  in a discussion board a claim that most car horns honk in the key of f,not verified,active,150177.0,84605.0,26723.0,738.0,483.0
3396,3397,claim,3541516650,35,someone learned  in a discussion board a claim that the average british driver will spend around 99 days of their life stuck in traffic,not verified,banned,548681.0,294747.0,45382.5,2880.125,728.5
3397,3398,claim,1556010198,20,someone learned  in a discussion board a claim that the earliest playable recording of a person singing was recorded in 1860,not verified,active,489221.0,182816.0,5822.0,898.0,514.0
3398,3399,claim,2657532533,27,"someone learned  in a discussion board a claim that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",not verified,active,206307.0,101347.0,13803.0,1677.0,4.0
3399,3400,claim,7087493634,17,"someone learned  in a discussion board a claim that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",not verified,active,533874.0,311333.875,1302.0,2880.125,728.5
3400,3401,claim,5674223238,33,"someone learned  in a discussion board a claim that the best selling single of all time is ""white christmas"" by bing crosby",not verified,under review,981988.0,227873.0,8466.0,776.0,200.0
3401,3402,claim,2772545113,39,someone learned  in a discussion board a claim that about half of the world's population can access the web via a mobile device,not verified,active,720448.0,311333.875,45382.5,2880.125,728.5
3402,3403,claim,9054590924,31,someone learned  in a discussion board a claim that half of retail purchases are now made through a mobile device,not verified,active,720081.0,203002.0,16509.0,2880.125,728.5
3403,3404,claim,1730958206,16,someone learned  in a discussion board a claim that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),not verified,under review,93380.0,53168.0,4529.0,478.0,247.0
3404,3405,claim,9771564330,58,someone learned  in a discussion board a claim that american basketball legend wilt chamberlain never fouled out of a game,not verified,active,52196.0,7093.0,2200.0,134.0,41.0
3405,3406,claim,7335306875,52,"someone learned  in a discussion board a claim that the city with the largest bus network in the world is jakarta, indonesia",not verified,active,63214.0,18045.0,1422.0,93.0,42.0
3406,3407,claim,6493464231,58,someone learned  in a discussion board a claim that the cheetah is the fastest land animal on earth,not verified,active,397510.0,44407.0,9112.0,497.0,180.0
3407,3408,claim,3070577617,50,someone learned  in a discussion board a claim that mercury & venus are the only 2 planets in our solar system that have no moons,not verified,active,776620.0,217180.0,2990.0,1678.0,44.0
3408,3409,claim,8899769781,49,someone learned  in a discussion board a claim that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,active,63209.0,25493.0,10139.0,218.0,121.0
3409,3410,claim,4774869140,13,someone learned  in a discussion board a claim that pluto could theoretically sustain life,not verified,active,729681.0,311333.875,45382.5,2880.125,728.5
3410,3411,claim,3256102399,39,someone learned  in a discussion board a claim that it rains diamonds on jupiter and saturn,not verified,active,500709.0,299356.0,45382.5,2470.0,299.0
3411,3412,claim,7522971196,21,someone learned  in a discussion board a claim that the pupil of a goat is rectangular,not verified,banned,606621.0,299444.0,45382.5,2880.125,728.5
3412,3413,claim,7348508603,7,someone learned  in a discussion board a claim that take out restaurants have been found in the remains of pompeii,not verified,active,364676.0,35003.0,7510.0,672.0,80.0
3413,3414,claim,7824144882,19,someone learned  in a discussion board a claim that evidence from seymour island suggest that penguins were once 6 ft tall,not verified,active,486731.0,156719.0,35918.0,2072.0,728.5
3414,3415,claim,3907644144,9,someone learned  in a discussion board a claim that baked beans are not actually baked,not verified,active,345189.0,68127.0,15905.0,152.0,29.0
3415,3416,claim,2770171778,23,someone learned  in a discussion board a claim that no two tongue prints are alike,not verified,banned,213570.0,101923.0,3107.0,370.0,77.0
3416,3417,claim,1474213651,19,someone learned  in a discussion board a claim that artificial banana flavoring is based on an extinct banana type,verified,under review,626291.0,311333.875,31169.0,2880.125,728.5
3417,3418,claim,5377669881,23,someone learned  in a discussion board a claim that humans can’t taste food without saliva,not verified,banned,846593.0,311333.875,42075.0,2880.125,728.5
3418,3419,claim,4069477638,15,someone learned  in a discussion board a claim that a pound of houseflies contains more protein than a pound of beef,not verified,under review,100723.0,29989.0,10633.0,659.0,377.0
